fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5,-0.36363636363636365,-0.16666666666666682,-0.361111111111111,0.5714285714285715,-0.45454545454545453,-0.2,-0.332926829268281,0.3,0.0,0.0,6
0.7999999999999998,-0.7272727272727273,-0.3333333333333332,0.34722222222222215,-0.0714285714285715,-0.18181818181818182,-0.36666666666666664,0.7597560975609718,0.1,-0.3571428571428569,-0.6315789473684215,6
1.0,-0.18181818181818196,0.0,1.0555555555555554,0.8571428571428575,0.4090909090909091,0.1,1.2182926829268246,-0.8500000000000011,0.5000000000000002,-0.8421052631578944,5
0.10000000000000053,-0.09090909090909098,-0.5,0.0833333333333334,-1.285714285714286,0.13636363636363635,0.05,0.3402439024390336,-0.1,1.785714285714285,0.15789473684210467,7
-0.09999999999999964,-0.18181818181818196,0.0,0.7916666666666667,2.642857142857143,0.18181818181818182,-0.16666666666666666,0.7841463414634082,-0.8,-0.14285714285714252,-0.8421052631578944,5
1.3999999999999995,0.9999999999999998,0.3333333333333332,-0.4999999999999999,-0.5714285714285715,-0.7272727272727273,-0.65,-0.6841463414634028,-0.7,-1.0714285714285707,0.6842105263157888,8
-0.7000000000000002,1.0909090909090908,-1.5,-0.09722222222222217,1.2857142857142856,-0.2727272727272727,-0.31666666666666665,0.008536585365855442,-0.5500000000000012,-0.9285714285714277,-0.6315789473684215,4
-1.0999999999999996,-0.5454545454545454,-0.16666666666666682,-0.2916666666666666,0.2857142857142855,0.22727272727272727,-0.11666666666666667,-0.15731707317073362,0.7999999999999978,0.21428571428571436,-0.26315789473684204,6
-0.5,-0.18181818181818196,1.916666666666667,0.48611111111111105,-0.142857142857143,1.5454545454545454,1.4,0.6231707317073119,0.3,0.21428571428571436,-0.6315789473684215,5
-0.39999999999999947,-0.2727272727272727,-0.5,0.48611111111111105,0.8571428571428575,0.6363636363636364,0.8166666666666667,0.48658536585365186,-0.3,0.1428571428571429,-0.5263157894736841,5
-0.20000000000000018,0.5454545454545454,-0.5,0.0,-0.785714285714286,-0.3181818181818182,-0.2,-0.34756097560975907,1.0999999999999979,1.8571428571428563,1.1052631578947365,7
-1.0,-1.0,1.4166666666666665,-0.486111111111111,0.4285714285714285,-0.5454545454545454,-0.5666666666666667,-0.12317073170731185,0.04999999999999889,0.07142857142857145,-0.6315789473684215,5
-0.7000000000000002,0.18181818181818196,-0.75,-0.055555555555555476,-0.285714285714286,-0.9090909090909091,-0.6166666666666667,-1.0792682926829318,-1.049999999999999,1.642857142857142,1.4210526315789467,6
-0.39999999999999947,-0.7272727272727273,1.3333333333333333,-0.08333333333333327,10.28571428571429,1.4090909090909092,0.3,0.26707317073172443,-0.6,-0.4999999999999994,-0.5789473684210523,5
0.10000000000000053,0.27272727272727243,0.6666666666666669,2.0624999999999996,0.07142857142857101,0.13636363636363635,0.4,1.5109756097561153,-1.249999999999999,0.0,-0.7894736842105262,5
2.1000000000000005,0.6363636363636364,0.0,-0.43055555555555547,0.357142857142857,-1.0,1.1333333333333333,0.48658536585365186,0.04999999999999889,-0.07142857142857106,-0.5263157894736841,5
-0.2999999999999998,-0.18181818181818196,-1.0833333333333335,-0.4722222222222221,-0.0714285714285715,-0.13636363636363635,-0.35,-0.21097560975609908,-0.9499999999999988,-0.07142857142857106,-0.5263157894736841,6
0.5,2.2727272727272725,-0.5,-0.1805555555555555,3.4285714285714284,-1.1818181818181819,0.05,0.24268292682926096,-0.8500000000000011,0.35714285714285726,-0.8421052631578944,5
-2.0,-0.45454545454545464,-0.9166666666666669,0.7777777777777776,-0.357142857142857,-0.7272727272727273,-0.3333333333333333,-0.04024390243901732,2.3999999999999977,0.07142857142857145,0.9473684210526309,7
0.9000000000000004,0.45454545454545436,0.3333333333333332,-0.04166666666666664,-1.1428571428571432,-0.8181818181818182,-0.75,-0.4597560975609827,-0.3500000000000011,0.07142857142857145,0.8421052631578944,5
-0.20000000000000018,1.4545454545454541,-1.5833333333333335,1.1388888888888888,0.14285714285714252,-0.3181818181818182,0.43333333333333335,1.0524390243902626,0.3,0.0,-0.736842105263158,5
-0.39999999999999947,0.8181818181818178,-0.3333333333333332,-0.486111111111111,0.9285714285714285,-1.0909090909090908,0.4666666666666667,0.15731707317073362,1.1999999999999977,0.21428571428571436,-0.6842105263157897,7
0.2999999999999998,1.4545454545454541,-1.0,-0.24999999999999994,-0.285714285714286,-0.22727272727272727,-0.38333333333333336,-0.90853658536585,0.2499999999999989,0.0,1.5789473684210524,6
0.10000000000000053,-0.2727272727272727,0.7499999999999998,0.4722222222222222,-0.8571428571428575,-0.13636363636363635,-0.3,0.0670731707317136,0.2,0.5000000000000002,0.3157894736842103,6
