fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type
0.3076923076923078,0.18627450980392157,0.2168674698795181,0.3082822085889571,0.10682492581602372,0.14982578397212543,0.3735498839907193,0.2677848467322124,0.2545454545454544,0.2674418604651163,0.12903225806451624,6,white
0.24038461538461547,0.21568627450980388,0.20481927710843378,0.015337423312883444,0.11869436201780414,0.041811846689895474,0.28538283062645015,0.1328320802005004,0.5272727272727271,0.313953488372093,0.24193548387096775,6,white
0.41346153846153855,0.19607843137254902,0.2409638554216868,0.09662576687116567,0.12166172106824925,0.0975609756097561,0.20417633410672859,0.1540389435126267,0.4909090909090907,0.2558139534883721,0.3387096774193548,6,white
0.32692307692307704,0.14705882352941174,0.19277108433734944,0.12116564417177916,0.14540059347181009,0.156794425087108,0.4106728538283063,0.16367842683632164,0.4272727272727272,0.2093023255813954,0.30645161290322587,6,white
0.2307692307692309,0.23529411764705882,0.09638554216867472,0.098159509202454,0.10682492581602372,0.0975609756097561,0.2946635730858469,0.1501831501831496,0.41818181818181827,0.2906976744186046,0.25806451612903225,6,white
0.41346153846153855,0.1372549019607843,0.2590361445783133,0.013803680981595096,0.10385756676557861,0.09059233449477352,0.2784222737819026,0.1289762868710233,0.4545454545454547,0.2674418604651163,0.48387096774193555,6,white
0.41346153846153855,0.18627450980392157,0.24698795180722893,0.013036809815950928,0.07121661721068248,0.03135888501742161,0.1252900232018562,0.07113938692886011,0.24545454545454554,0.39534883720930236,0.6451612903225807,5,white
0.4615384615384617,0.14705882352941174,0.2409638554216868,0.05521472392638038,0.0771513353115727,0.05226480836236934,0.23201856148491884,0.14632735685367249,0.38181818181818183,0.3604651162790698,0.2741935483870967,5,white
0.3942307692307694,0.09803921568627448,0.22289156626506026,0.009202453987730064,0.0919881305637982,0.04878048780487806,0.15313225058004645,0.09427414690572497,0.41818181818181827,0.4767441860465116,0.4516129032258066,5,white
0.2692307692307693,0.07843137254901958,0.2409638554216868,0.013803680981595096,0.10385756676557861,0.1602787456445993,0.31090487238979125,0.07885097358781434,0.7454545454545456,0.3488372093023256,0.7096774193548389,7,white
0.43269230769230793,0.33333333333333326,0.37349397590361455,0.28604294478527614,0.0919881305637982,0.13588850174216027,0.37819025522041766,0.25236167341430393,0.23636363636363622,0.5232558139534884,0.2741935483870967,5,white
0.2692307692307693,0.08823529411764705,0.22891566265060245,0.013803680981595096,0.06824925816023739,0.09059233449477352,0.2389791183294664,0.08270676691729147,0.48181818181818176,0.3837209302325582,0.5483870967741937,7,white
0.24038461538461547,0.392156862745098,0.02409638554216867,0.007668711656441722,0.10979228486646883,0.0975609756097561,0.20881670533642696,0.10969732022363557,0.4727272727272729,0.16279069767441862,0.25806451612903225,6,white
0.2307692307692309,0.5686274509803921,0.28915662650602414,0.009202453987730064,0.059347181008902065,0.09407665505226481,0.15313225058004645,0.0402930402930389,0.5545454545454546,0.19767441860465118,0.774193548387097,8,white
0.3461538461538463,0.2549019607843137,0.2530120481927711,0.007668711656441722,0.07121661721068248,0.05226480836236934,0.37587006960556846,0.08849045691150928,0.36363636363636365,0.3604651162790698,0.5322580645161292,6,white
0.2596153846153847,0.22549019607843135,0.08433734939759038,0.10582822085889572,0.10385756676557861,0.11149825783972125,0.28770301624129935,0.16175053017158308,0.4545454545454547,0.32558139534883723,0.24193548387096775,5,white
0.2500000000000001,0.22549019607843135,0.22891566265060245,0.035276073619631906,0.086053412462908,0.05923344947735192,0.2157772621809745,0.07885097358781434,0.40909090909090895,0.1511627906976744,0.48387096774193555,7,white
0.28846153846153855,0.1764705882352941,0.2530120481927711,0.016871165644171786,0.11869436201780414,0.13588850174216027,0.2621809744779583,0.11355311355311269,0.6818181818181821,0.3023255813953488,0.40322580645161293,8,white
0.3653846153846155,0.5784313725490196,0.08433734939759038,0.013803680981595096,0.19287833827893175,0.08013937282229966,0.3689095127610209,0.12704839020628475,0.2999999999999997,0.3372093023255814,0.20967741935483883,5,white
0.2692307692307693,0.18627450980392157,0.24698795180722893,0.010736196319018405,0.12759643916913946,0.04878048780487806,0.30858468677494205,0.1540389435126267,0.6363636363636362,0.2906976744186046,0.32258064516129037,6,white
0.3076923076923078,0.16666666666666663,0.19277108433734944,0.1288343558282209,0.10979228486646883,0.18815331010452963,0.5475638051044084,0.16175053017158308,0.48181818181818176,0.32558139534883723,0.3870967741935485,6,white
0.29807692307692324,0.15686274509803919,0.21084337349397592,0.0061349693251533735,0.12759643916913946,0.11498257839721254,0.3178654292343388,0.11355311355311269,0.6636363636363638,0.2558139534883721,0.32258064516129037,6,white
0.3076923076923078,0.19607843137254902,0.2349397590361446,0.12423312883435583,0.12462908011869434,0.10452961672473868,0.30626450116009285,0.17331791016001444,0.5999999999999999,0.3604651162790698,0.40322580645161293,6,white
0.3461538461538463,0.18627450980392157,0.28915662650602414,0.007668711656441722,0.11275964391691394,0.05226480836236934,0.28538283062645015,0.08270676691729147,0.4272727272727272,0.313953488372093,0.5806451612903226,6,white
0.32692307692307704,0.23529411764705882,0.2168674698795181,0.021472392638036818,0.07121661721068248,0.12195121951219512,0.2436194895591648,0.06728359359938299,0.34545454545454546,0.569767441860465,0.6935483870967745,7,white
