fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.29203539823008856,0.3698630136986301,0.0,0.03424657534246574,0.14046822742474918,0.07042253521126761,0.024734982332155472,0.4126284875183533,0.5433070866141734,0.1497005988023952,0.16923076923076918,5
0.2300884955752213,0.30821917808219174,0.04999999999999999,0.09589041095890408,0.11538461538461539,0.2112676056338028,0.10600706713780918,0.40895741556534343,0.5039370078740156,0.16167664670658682,0.2923076923076924,6
0.27433628318584075,0.3767123287671233,0.23,0.0821917808219178,0.1270903010033445,0.22535211267605634,0.31802120141342755,0.45007342143905904,0.4566929133858266,0.08982035928143711,0.16923076923076918,5
0.33628318584070804,0.40753424657534243,0.2,0.10273972602739723,0.10702341137123746,0.1267605633802817,0.11307420494699645,0.5345080763582944,0.4488188976377953,0.18562874251497008,0.15384615384615385,5
0.26548672566371684,0.273972602739726,0.12,0.14383561643835613,0.09197324414715721,0.15492957746478875,0.16607773851590105,0.516152716593245,0.48818897637795267,0.14371257485029937,0.10769230769230759,5
0.27433628318584075,0.25342465753424653,0.26,0.06849315068493149,0.08361204013377926,0.11267605633802819,0.08833922261484098,0.4794419970631462,0.5118110236220473,0.18562874251497008,0.18461538461538451,5
0.1769911504424779,0.2602739726027397,0.010000000000000009,0.041095890410958895,0.0802675585284281,0.22535211267605634,0.07067137809187278,0.37665198237885317,0.5196850393700787,0.1497005988023952,0.21538461538461545,6
0.3716814159292036,0.22602739726027396,0.43,0.03424657534246574,0.10702341137123746,0.15492957746478875,0.05300353356890459,0.39941262848751935,0.37007874015748027,0.251497005988024,0.27692307692307677,6
0.24778761061946908,0.16438356164383558,0.29,0.11643835616438356,0.1254180602006689,0.352112676056338,0.23321554770318018,0.4684287812041084,0.5118110236220473,0.20958083832335334,0.39999999999999997,5
0.2300884955752213,0.18493150684931506,0.32,0.061643835616438346,0.08862876254180603,0.46478873239436613,0.1908127208480565,0.5190895741556563,0.5669291338582677,0.2694610778443114,0.23076923076923078,5
0.23893805309734514,0.18493150684931506,0.31,0.10273972602739723,0.10367892976588632,0.11267605633802819,0.14134275618374556,0.45007342143905904,0.5275590551181104,0.125748502994012,0.15384615384615385,6
0.46902654867256643,0.2876712328767123,0.44999999999999996,0.09589041095890408,0.09866220735785952,0.2112676056338028,0.12014134275618372,0.6629955947136568,0.5118110236220473,0.17365269461077845,0.15384615384615385,5
